workflow_id,execution_id,start_time,end_time,duration,success,error_message,steps
ReportGeneration,ReportGeneration_0_0,2025-06-26 14:06:00.503095,2025-06-26 14:12:45.503095,405.0,True,,"[{'step_id': 'step_1', 'step_name': 'ReportGeneration_Step1', 'start_time': datetime.datetime(2025, 6, 26, 14, 6, 0, 503095), 'end_time': datetime.datetime(2025, 6, 26, 14, 7, 38, 503095), 'success': True, 'error_message': ''}, {'step_id': 'step_2', 'step_name': 'ReportGeneration_Step2', 'start_time': datetime.datetime(2025, 6, 26, 14, 7, 38, 503095), 'end_time': datetime.datetime(2025, 6, 26, 14, 9, 6, 503095), 'success': True, 'error_message': ''}, {'step_id': 'step_3', 'step_name': 'ReportGeneration_Step3', 'start_time': datetime.datetime(2025, 6, 26, 14, 9, 6, 503095), 'end_time': datetime.datetime(2025, 6, 26, 14, 10, 24, 503095), 'success': True, 'error_message': ''}, {'step_id': 'step_4', 'step_name': 'ReportGeneration_Step4', 'start_time': datetime.datetime(2025, 6, 26, 14, 10, 24, 503095), 'end_time': datetime.datetime(2025, 6, 26, 14, 12, 12, 503095), 'success': True, 'error_message': ''}, {'step_id': 'step_5', 'step_name': 'ReportGeneration_Step5', 'start_time': datetime.datetime(2025, 6, 26, 14, 12, 12, 503095), 'end_time': datetime.datetime(2025, 6, 26, 14, 13, 40, 503095), 'success': True, 'error_message': ''}]"
ReportGeneration,ReportGeneration_0_1,2025-06-26 13:25:00.503095,2025-06-26 13:31:43.503095,403.0,True,,"[{'step_id': 'step_1', 'step_name': 'ReportGeneration_Step1', 'start_time': datetime.datetime(2025, 6, 26, 13, 25, 0, 503095), 'end_time': datetime.datetime(2025, 6, 26, 13, 27, 32, 836428), 'success': True, 'error_message': ''}, {'step_id': 'step_2', 'step_name': 'ReportGeneration_Step2', 'start_time': datetime.datetime(2025, 6, 26, 13, 27, 32, 836428), 'end_time': datetime.datetime(2025, 6, 26, 13, 29, 20, 169761), 'success': True, 'error_message': ''}, {'step_id': 'step_3', 'step_name': 'ReportGeneration_Step3', 'start_time': datetime.datetime(2025, 6, 26, 13, 29, 20, 169761), 'end_time': datetime.datetime(2025, 6, 26, 13, 31, 59, 503094), 'success': True, 'error_message': ''}]"
ReportGeneration,ReportGeneration_0_2,2025-06-26 07:19:00.503095,2025-06-26 07:26:27.503095,447.0,True,,"[{'step_id': 'step_1', 'step_name': 'ReportGeneration_Step1', 'start_time': datetime.datetime(2025, 6, 26, 7, 19, 0, 503095), 'end_time': datetime.datetime(2025, 6, 26, 7, 20, 23, 3095), 'success': True, 'error_message': ''}, {'step_id': 'step_2', 'step_name': 'ReportGeneration_Step2', 'start_time': datetime.datetime(2025, 6, 26, 7, 20, 23, 3095), 'end_time': datetime.datetime(2025, 6, 26, 7, 21, 11, 503095), 'success': True, 'error_message': ''}, {'step_id': 'step_3', 'step_name': 'ReportGeneration_Step3', 'start_time': datetime.datetime(2025, 6, 26, 7, 21, 11, 503095), 'end_time': datetime.datetime(2025, 6, 26, 7, 22, 20, 3095), 'success': True, 'error_message': ''}, {'step_id': 'step_4', 'step_name': 'ReportGeneration_Step4', 'start_time': datetime.datetime(2025, 6, 26, 7, 22, 20, 3095), 'end_time': datetime.datetime(2025, 6, 26, 7, 23, 28, 503095), 'success': True, 'error_message': ''}, {'step_id': 'step_5', 'step_name': 'ReportGeneration_Step5', 'start_time': datetime.datetime(2025, 6, 26, 7, 23, 28, 503095), 'end_time': datetime.datetime(2025, 6, 26, 7, 24, 51, 3095), 'success': True, 'error_message': ''}, {'step_id': 'step_6', 'step_name': 'ReportGeneration_Step6', 'start_time': datetime.datetime(2025, 6, 26, 7, 24, 51, 3095), 'end_time': datetime.datetime(2025, 6, 26, 7, 26, 4, 503095), 'success': True, 'error_message': ''}]"
ReportGeneration,ReportGeneration_0_3,2025-06-26 14:36:00.503095,2025-06-26 14:38:23.503095,143.0,True,,"[{'step_id': 'step_1', 'step_name': 'ReportGeneration_Step1', 'start_time': datetime.datetime(2025, 6, 26, 14, 36, 0, 503095), 'end_time': datetime.datetime(2025, 6, 26, 14, 37, 1, 169762), 'success': True, 'error_message': ''}, {'step_id': 'step_2', 'step_name': 'ReportGeneration_Step2', 'start_time': datetime.datetime(2025, 6, 26, 14, 37, 1, 169762), 'end_time': datetime.datetime(2025, 6, 26, 14, 38, 14, 836429), 'success': True, 'error_message': ''}, {'step_id': 'step_3', 'step_name': 'ReportGeneration_Step3', 'start_time': datetime.datetime(2025, 6, 26, 14, 38, 14, 836429), 'end_time': datetime.datetime(2025, 6, 26, 14, 39, 6, 503096), 'success': True, 'error_message': ''}]"
ReportGeneration,ReportGeneration_0_4,2025-06-26 18:25:00.503095,2025-06-26 18:38:36.503095,816.0,True,,"[{'step_id': 'step_1', 'step_name': 'ReportGeneration_Step1', 'start_time': datetime.datetime(2025, 6, 26, 18, 25, 0, 503095), 'end_time': datetime.datetime(2025, 6, 26, 18, 26, 56, 503095), 'success': True, 'error_message': ''}, {'step_id': 'step_2', 'step_name': 'ReportGeneration_Step2', 'start_time': datetime.datetime(2025, 6, 26, 18, 26, 56, 503095), 'end_time': datetime.datetime(2025, 6, 26, 18, 29, 11, 503095), 'success': True, 'error_message': ''}, {'step_id': 'step_3', 'step_name': 'ReportGeneration_Step3', 'start_time': datetime.datetime(2025, 6, 26, 18, 29, 11, 503095), 'end_time': datetime.datetime(2025, 6, 26, 18, 30, 57, 503095), 'success': True, 'error_message': ''}, {'step_id': 'step_4', 'step_name': 'ReportGeneration_Step4', 'start_time': datetime.datetime(2025, 6, 26, 18, 30, 57, 503095), 'end_time': datetime.datetime(2025, 6, 26, 18, 33, 29, 503095), 'success': True, 'error_message': ''}, {'step_id': 'step_5', 'step_name': 'ReportGeneration_Step5', 'start_time': datetime.datetime(2025, 6, 26, 18, 33, 29, 503095), 'end_time': datetime.datetime(2025, 6, 26, 18, 36, 11, 503095), 'success': True, 'error_message': ''}, {'step_id': 'step_6', 'step_name': 'ReportGeneration_Step6', 'start_time': datetime.datetime(2025, 6, 26, 18, 36, 11, 503095), 'end_time': datetime.datetime(2025, 6, 26, 18, 38, 43, 503095), 'success': True, 'error_message': ''}]"
DataPipeline,DataPipeline_1_0,2025-06-25 11:40:00.503095,2025-06-25 11:59:19.503095,1159.0,False,ResourceLimitExceeded,"[{'step_id': 'step_1', 'step_name': 'DataPipeline_Step1', 'start_time': datetime.datetime(2025, 6, 25, 11, 40, 0, 503095), 'end_time': datetime.datetime(2025, 6, 25, 11, 44, 15, 303095), 'success': True, 'error_message': ''}, {'step_id': 'step_2', 'step_name': 'DataPipeline_Step2', 'start_time': datetime.datetime(2025, 6, 25, 11, 44, 15, 303095), 'end_time': datetime.datetime(2025, 6, 25, 11, 48, 15, 103095), 'success': True, 'error_message': ''}, {'step_id': 'step_3', 'step_name': 'DataPipeline_Step3', 'start_time': datetime.datetime(2025, 6, 25, 11, 48, 15, 103095), 'end_time': datetime.datetime(2025, 6, 25, 11, 51, 59, 903095), 'success': True, 'error_message': ''}, {'step_id': 'step_4', 'step_name': 'DataPipeline_Step4', 'start_time': datetime.datetime(2025, 6, 25, 11, 51, 59, 903095), 'end_time': datetime.datetime(2025, 6, 25, 11, 55, 55, 703095), 'success': False, 'error_message': 'Step failed'}, {'step_id': 'step_5', 'step_name': 'DataPipeline_Step5', 'start_time': datetime.datetime(2025, 6, 25, 11, 55, 55, 703095), 'end_time': datetime.datetime(2025, 6, 25, 12, 0, 16, 503095), 'success': True, 'error_message': ''}]"
DataPipeline,DataPipeline_1_1,2025-06-25 07:27:00.503095,2025-06-25 07:45:40.503095,1120.0,True,,"[{'step_id': 'step_1', 'step_name': 'DataPipeline_Step1', 'start_time': datetime.datetime(2025, 6, 25, 7, 27, 0, 503095), 'end_time': datetime.datetime(2025, 6, 25, 7, 31, 10, 503095), 'success': True, 'error_message': ''}, {'step_id': 'step_2', 'step_name': 'DataPipeline_Step2', 'start_time': datetime.datetime(2025, 6, 25, 7, 31, 10, 503095), 'end_time': datetime.datetime(2025, 6, 25, 7, 35, 17, 503095), 'success': True, 'error_message': ''}, {'step_id': 'step_3', 'step_name': 'DataPipeline_Step3', 'start_time': datetime.datetime(2025, 6, 25, 7, 35, 17, 503095), 'end_time': datetime.datetime(2025, 6, 25, 7, 39, 22, 503095), 'success': True, 'error_message': ''}, {'step_id': 'step_4', 'step_name': 'DataPipeline_Step4', 'start_time': datetime.datetime(2025, 6, 25, 7, 39, 22, 503095), 'end_time': datetime.datetime(2025, 6, 25, 7, 42, 55, 503095), 'success': True, 'error_message': ''}, {'step_id': 'step_5', 'step_name': 'DataPipeline_Step5', 'start_time': datetime.datetime(2025, 6, 25, 7, 42, 55, 503095), 'end_time': datetime.datetime(2025, 6, 25, 7, 46, 24, 503095), 'success': True, 'error_message': ''}]"
DataPipeline,DataPipeline_1_2,2025-06-25 06:33:00.503095,2025-06-25 06:37:41.503095,281.0,True,,"[{'step_id': 'step_1', 'step_name': 'DataPipeline_Step1', 'start_time': datetime.datetime(2025, 6, 25, 6, 33, 0, 503095), 'end_time': datetime.datetime(2025, 6, 25, 6, 34, 9, 336428), 'success': True, 'error_message': ''}, {'step_id': 'step_2', 'step_name': 'DataPipeline_Step2', 'start_time': datetime.datetime(2025, 6, 25, 6, 34, 9, 336428), 'end_time': datetime.datetime(2025, 6, 25, 6, 34, 30, 169761), 'success': True, 'error_message': ''}, {'step_id': 'step_3', 'step_name': 'DataPipeline_Step3', 'start_time': datetime.datetime(2025, 6, 25, 6, 34, 30, 169761), 'end_time': datetime.datetime(2025, 6, 25, 6, 35, 35, 3094), 'success': True, 'error_message': ''}, {'step_id': 'step_4', 'step_name': 'DataPipeline_Step4', 'start_time': datetime.datetime(2025, 6, 25, 6, 35, 35, 3094), 'end_time': datetime.datetime(2025, 6, 25, 6, 36, 25, 836427), 'success': True, 'error_message': ''}, {'step_id': 'step_5', 'step_name': 'DataPipeline_Step5', 'start_time': datetime.datetime(2025, 6, 25, 6, 36, 25, 836427), 'end_time': datetime.datetime(2025, 6, 25, 6, 37, 31, 669760), 'success': True, 'error_message': ''}, {'step_id': 'step_6', 'step_name': 'DataPipeline_Step6', 'start_time': datetime.datetime(2025, 6, 25, 6, 37, 31, 669760), 'end_time': datetime.datetime(2025, 6, 25, 6, 37, 56, 503093), 'success': True, 'error_message': ''}]"
DataPipeline,DataPipeline_1_3,2025-06-25 09:12:00.503095,2025-06-25 09:32:45.503095,1245.0,True,,"[{'step_id': 'step_1', 'step_name': 'DataPipeline_Step1', 'start_time': datetime.datetime(2025, 6, 25, 9, 12, 0, 503095), 'end_time': datetime.datetime(2025, 6, 25, 9, 15, 11, 3095), 'success': True, 'error_message': ''}, {'step_id': 'step_2', 'step_name': 'DataPipeline_Step2', 'start_time': datetime.datetime(2025, 6, 25, 9, 15, 11, 3095), 'end_time': datetime.datetime(2025, 6, 25, 9, 19, 7, 503095), 'success': True, 'error_message': ''}, {'step_id': 'step_3', 'step_name': 'DataPipeline_Step3', 'start_time': datetime.datetime(2025, 6, 25, 9, 19, 7, 503095), 'end_time': datetime.datetime(2025, 6, 25, 9, 22, 39, 3095), 'success': True, 'error_message': ''}, {'step_id': 'step_4', 'step_name': 'DataPipeline_Step4', 'start_time': datetime.datetime(2025, 6, 25, 9, 22, 39, 3095), 'end_time': datetime.datetime(2025, 6, 25, 9, 26, 24, 503095), 'success': True, 'error_message': ''}, {'step_id': 'step_5', 'step_name': 'DataPipeline_Step5', 'start_time': datetime.datetime(2025, 6, 25, 9, 26, 24, 503095), 'end_time': datetime.datetime(2025, 6, 25, 9, 30, 8, 3095), 'success': True, 'error_message': ''}, {'step_id': 'step_6', 'step_name': 'DataPipeline_Step6', 'start_time': datetime.datetime(2025, 6, 25, 9, 30, 8, 3095), 'end_time': datetime.datetime(2025, 6, 25, 9, 33, 49, 503095), 'success': True, 'error_message': ''}]"
DataPipeline,DataPipeline_1_4,2025-06-25 10:36:00.503095,2025-06-25 10:51:37.503095,937.0,False,ResourceLimitExceeded,"[{'step_id': 'step_1', 'step_name': 'DataPipeline_Step1', 'start_time': datetime.datetime(2025, 6, 25, 10, 36, 0, 503095), 'end_time': datetime.datetime(2025, 6, 25, 10, 39, 5, 903095), 'success': True, 'error_message': ''}, {'step_id': 'step_2', 'step_name': 'DataPipeline_Step2', 'start_time': datetime.datetime(2025, 6, 25, 10, 39, 5, 903095), 'end_time': datetime.datetime(2025, 6, 25, 10, 42, 11, 303095), 'success': True, 'error_message': ''}, {'step_id': 'step_3', 'step_name': 'DataPipeline_Step3', 'start_time': datetime.datetime(2025, 6, 25, 10, 42, 11, 303095), 'end_time': datetime.datetime(2025, 6, 25, 10, 45, 2, 703095), 'success': True, 'error_message': ''}, {'step_id': 'step_4', 'step_name': 'DataPipeline_Step4', 'start_time': datetime.datetime(2025, 6, 25, 10, 45, 2, 703095), 'end_time': datetime.datetime(2025, 6, 25, 10, 47, 41, 103095), 'success': True, 'error_message': ''}, {'step_id': 'step_5', 'step_name': 'DataPipeline_Step5', 'start_time': datetime.datetime(2025, 6, 25, 10, 47, 41, 103095), 'end_time': datetime.datetime(2025, 6, 25, 10, 50, 32, 503095), 'success': True, 'error_message': ''}]"
MLTraining,MLTraining_1_0,2025-06-25 06:04:00.503095,2025-06-25 06:27:32.503095,1412.0,True,,"[{'step_id': 'step_1', 'step_name': 'MLTraining_Step1', 'start_time': datetime.datetime(2025, 6, 25, 6, 4, 0, 503095), 'end_time': datetime.datetime(2025, 6, 25, 6, 12, 18, 169762), 'success': True, 'error_message': ''}, {'step_id': 'step_2', 'step_name': 'MLTraining_Step2', 'start_time': datetime.datetime(2025, 6, 25, 6, 12, 18, 169762), 'end_time': datetime.datetime(2025, 6, 25, 6, 19, 40, 836429), 'success': True, 'error_message': ''}, {'step_id': 'step_3', 'step_name': 'MLTraining_Step3', 'start_time': datetime.datetime(2025, 6, 25, 6, 19, 40, 836429), 'end_time': datetime.datetime(2025, 6, 25, 6, 27, 56, 503096), 'success': True, 'error_message': ''}]"
MLTraining,MLTraining_1_1,2025-06-25 11:29:00.503095,2025-06-25 11:39:07.503095,607.0,True,,"[{'step_id': 'step_1', 'step_name': 'MLTraining_Step1', 'start_time': datetime.datetime(2025, 6, 25, 11, 29, 0, 503095), 'end_time': datetime.datetime(2025, 6, 25, 11, 30, 24, 669762), 'success': True, 'error_message': ''}, {'step_id': 'step_2', 'step_name': 'MLTraining_Step2', 'start_time': datetime.datetime(2025, 6, 25, 11, 30, 24, 669762), 'end_time': datetime.datetime(2025, 6, 25, 11, 32, 9, 836429), 'success': True, 'error_message': ''}, {'step_id': 'step_3', 'step_name': 'MLTraining_Step3', 'start_time': datetime.datetime(2025, 6, 25, 11, 32, 9, 836429), 'end_time': datetime.datetime(2025, 6, 25, 11, 33, 29, 3096), 'success': True, 'error_message': ''}, {'step_id': 'step_4', 'step_name': 'MLTraining_Step4', 'start_time': datetime.datetime(2025, 6, 25, 11, 33, 29, 3096), 'end_time': datetime.datetime(2025, 6, 25, 11, 35, 26, 169763), 'success': True, 'error_message': ''}, {'step_id': 'step_5', 'step_name': 'MLTraining_Step5', 'start_time': datetime.datetime(2025, 6, 25, 11, 35, 26, 169763), 'end_time': datetime.datetime(2025, 6, 25, 11, 37, 36, 336430), 'success': True, 'error_message': ''}, {'step_id': 'step_6', 'step_name': 'MLTraining_Step6', 'start_time': datetime.datetime(2025, 6, 25, 11, 37, 36, 336430), 'end_time': datetime.datetime(2025, 6, 25, 11, 39, 43, 503097), 'success': True, 'error_message': ''}]"
